id,name,market,image_url,brand,price,currency,search_keywords,categories,keywords,event_type,group,sales_since,timestamp,frequency
B09B9SN7FR,Doeean Let's Eat Wall Decor Letter Signs Acrylic Mirror Wall Decals Decorations Stickers for Kitchen or Dining Room (Silver 26.3 X 13.2),,https://m.media-amazon.com/images/I/614YvkBjPeL._AC_SX679_.jpg,Doeean,19,USD,,Tools & Home Improvement,,product,product,"[34, 80, 152, 223, 269, 327, 377, 431, 490, 525, 557, 974]",1641092400,974
B08G8MGJ97,"Shower Head, 8 Inch High Pressure Rainfall Shower Head/Handheld Shower Combo with 11 Inch Extension Arm, 9 Settings Adjustable Anti-leak Shower Head with Holder/Hose, Height/Angle Adjustable",,https://m.media-amazon.com/images/I/71z4kIdF3PL._AC_SX679_.jpg,Tudoccy,41,USD,,Tools & Home Improvement,,product,product,"[30, 89, 149, 246, 295, 309, 339, 351, 366, 382, 401, 955]",1641438000,955
B00AHAWWO0,"Crest 3D Whitestrips, Professional Effects, Teeth Whitening Strip Kit, 44 Strips (22 Count Pack)",,https://m.media-amazon.com/images/I/61IylKAap-L._SX679_.jpg,Crest,42,USD,,Health & Household,,product,product,"[1, 1, 2, 3, 3, 3, 3, 3, 3, 4, 6, 4681]",1611691200,4681
B000GISTZ4,"Optimum Nutrition Gold Standard 100% Whey Muscle Building and Recovery Protein Powder With Naturally Occurring Glutamine and BCAA Amino Acids, Vanilla Ice Cream Flavour, 30 Servings, 900 g",,https://m.media-amazon.com/images/I/713+UcjZNUL._AC_SY450_.jpg,Optimum Nutrition,39,USD,,Health & Household,,product,product,"[6, 7, 14, 20, 22, 26, 31, 33, 47, 80, 136, 2404]",1619092800,2404
B077YCC84H,"Crest 3D Whitestrips, Vivid Plus, Teeth Whitening Strip Kit, 24 Count (Pack of 1)",,https://m.media-amazon.com/images/I/81TgnMVRd4L._SX679_.jpg,Crest,29,USD,,Health & Household,,product,product,"[1, 2, 2, 2, 2, 2, 21, 113, 242, 412, 560, 1995]",1623200400,1995
B002DYIZHQ,"Optimum Nutrition Gold Standard 100% Whey Protein Powder, French Vanilla Creme, 2 Pound (Packaging May Vary)",,https://m.media-amazon.com/images/I/71VGcNxh4ML._AC_SX522_.jpg,Optimum Nutrition,41,USD,,Health & Household,,product,product,"[1, 2, 4, 4, 6, 8, 13, 17, 81, 115, 138, 1779]",1620086400,1779
B074P2M8N8,"Cloud Massage Shiatsu Foot Massager with Heat - Feet Massager for Relaxation, Plantar Fasciitis Relief, Neuropathy, Circulation, and Heat Therapy - FSA/HSA Eligible (White - No Remote)",,https://m.media-amazon.com/images/I/61040COMVwL._AC_SX679_.jpg,Cloud Massage,222,USD,,Health & Household,,product,product,"[1, 1, 1, 1, 38, 153, 256, 554, 602, 627, 659, 1417]",1628924400,1417
B0CWS5QP8F,"MaryRuth's Liquid Multivitamin + Lustriva® Hair Growth for Women| Biotin 10000mcg | Vitamin D | B Vitamins |Clinically Tested for Thicker Hair, Wrinkles, Fine Lines, Skin Care| Ages 18+ | 15.22 Fl Oz",,https://m.media-amazon.com/images/I/81ZN0tPH+ZL._AC_SX679_.jpg,MaryRuth Organics,31,USD,,Health & Household,,product,product,"[61, 112, 213, 306, 478, 622, 781, 961, 1202, 1380, 1380, 1380]",1709917200,1380
B07PHB5JKF,"iSmile Teeth Whitening Kit - LED Light, 35% Carbamide Peroxide, (3) 3ml Gel Syringes, (1) Remineralization Gel, and Tray.",,https://m.media-amazon.com/images/I/61CLMh5hEzL._AC_SX679_.jpg,iSmile Whitening,24,USD,,Health & Household,,product,product,"[2, 2, 3, 116, 275, 398, 526, 625, 704, 757, 759, 1200]",1633194000,1200
B00641RE7G,Temptooth #1 Seller Trusted Patented Temporary Tooth Replacement Product,,https://m.media-amazon.com/images/I/61EPgPbrWhL._AC_SX679_.jpg,Temptooth,32,USD,,Health & Household,,product,product,"[44, 94, 146, 218, 277, 349, 401, 447, 484, 510, 546, 1198]",1641081600,1198
B06Y5ZG66K,"Premier Protein Powder, Chocolate Milkshake, 30g Protein, 1g Sugar, 100% Whey Protein, Keto Friendly, No Soy Ingredients, Gluten Free, 17 servings, 24.5 ounces",,https://m.media-amazon.com/images/I/816IAkrCrQL._AC_SX466_.jpg,Premier Protein,25,USD,,Health & Household,,product,product,"[32, 52, 63, 82, 114, 145, 189, 234, 268, 305, 325, 1163]",1641153600,1163
B0072F8D7S,"Nature's Bounty Advanced Hair, Skin & Nails, Argan-Infused Vitamin Supplement with Biotin and Hyaluronic Acid, 150 Rapid Release Softgels",,https://m.media-amazon.com/images/I/71-LMABJZGL._AC_SY879_.jpg,Nature's Bounty,11,USD,,Health & Household,,product,product,"[1, 1, 1, 1, 1, 8, 60, 104, 148, 209, 258, 1090]",1626084000,1090
B09C8HR4Z9,"Land Guard Galvanized Raised Garden Bed Kit, Galvanized Planter Garden Boxes Outdoor, Oval Large Metal for Vegetables………",,https://m.media-amazon.com/images/I/61I+l9IhJWL._AC_SX679_.jpg,Land Guard,39,USD,,"Patio, Lawn & Garden",,product,product,"[32, 136, 256, 349, 386, 402, 413, 424, 428, 440, 450, 1103]",1644289200,1103
B0D7PPG25F,"Jackery Explorer 1000 v2 Portable Power Station(2024 New),1070Wh LiFePO4 Battery,1500W AC/100W USB-C Output, 1 Hr Fast Charge, Solar Generator for Outdoor Camping,Emergency, RV, Off-grid Living",,https://m.media-amazon.com/images/I/61JVKysP1nL._AC_SX679_.jpg,Jackery,284,USD,,"Patio, Lawn & Garden",,product,product,"[10, 41, 86, 148, 1073, 1095, 1095, 1095, 1095, 1095, 1095, 1095]",1720206000,1095
B09P4XQ9Z3,"PayLessHere 3-Piece Rattan Wicker Patio Conversation Bistro Set With 2 Chairs, Cushions and Coffee Table (Khaki)",,https://m.media-amazon.com/images/I/71hEGNj6nIL._AC_SX679_.jpg,PayLessHere,49,USD,,"Patio, Lawn & Garden",,product,product,"[11, 29, 202, 451, 541, 608, 629, 646, 657, 665, 672, 1034]",1644271200,1034
B073Q37CQV,Dual Fuel Combination Charcoal/Gas Grill,,https://m.media-amazon.com/images/I/51VAuj6apEL._AC_SX679_.jpg,BLOSSOMZ,354,USD,,"Patio, Lawn & Garden",,product,product,"[11, 70, 149, 260, 360, 466, 551, 571, 604, 611, 619, 826]",1641070800,826
B07BYPVVYC,10 X 20 Outdoor Wedding Party Tent Camping Shelter Gazebo Canopy with Removable Sidewalls Easy Set Gazebo BBQ Pavilion Canopy Cater Events,,https://m.media-amazon.com/images/I/51+1Rx39uXL._AC_SX679_.jpg,LEMY,82,USD,,"Patio, Lawn & Garden",,product,product,"[6, 13, 35, 69, 120, 157, 208, 259, 304, 321, 362, 814]",1641153600,814
B0C76261YV,"Bestway Steel Pro MAX 12 Foot by 30 Inch Round Above Ground Swimming Pool Set Outdoor Metal Frame Family Pool with Filter Pump, Gray",,https://m.media-amazon.com/images/I/81sQ6QJf-iL._AC_SX679_.jpg,Bestway,153,USD,,"Patio, Lawn & Garden",,product,product,"[22, 114, 286, 527, 711, 765, 770, 771, 773, 774, 774, 774]",1709668800,774
B0B28X7VMS,"PowRyte Electric Pressure Washer, Foam Cannon, 4 Different Pressure Tips, Power Washer, 3800 PSI 2.4 GPM",,https://m.media-amazon.com/images/I/71br1LBe9pL._AC_SX425_.jpg,PowRyte,139,USD,,"Patio, Lawn & Garden",,product,product,"[7, 11, 12, 12, 12, 12, 12, 16, 16, 18, 59, 751]",1663045200,751
B09XCVSJ2F,"PayLessHere Camping Table Plastic Picnic Table Office Table for Parties Wedding Camping Office with Carrying Handle (White, 6 FT)",,https://m.media-amazon.com/images/I/61-UNOdNB6L._AC_SX679_.jpg,PayLessHere,42,USD,,"Patio, Lawn & Garden",,product,product,"[21, 23, 23, 23, 23, 44, 58, 66, 70, 71, 75, 713]",1649466000,713
B01H1R0K68,ThermoPro TP50 Digital Hygrometer Indoor Thermometer Room Thermometer and Humidity Gauge with Temperature Monitor,,https://m.media-amazon.com/images/I/61sk3L14n9L._AC_SX679_.jpg,ThermoPro,10,USD,,"Patio, Lawn & Garden",,product,product,"[2, 2, 2, 5, 6, 9, 10, 16, 22, 53, 76, 712]",1617674400,712
B07KYMBLDX,"Wisteria Lane Outdoor Patio Furniture Set, 7 Piece Wicker Rattan Outdoor Dining Set with Dining Table and Ottomans, Patio Table and Chairs Set, Outdoor Sectional, Grey",,https://m.media-amazon.com/images/I/91FnZS8ZQKL._AC_SX679_.jpg,Wisteria Lane,579,USD,,"Patio, Lawn & Garden",,product,product,"[12, 24, 47, 91, 178, 238, 276, 309, 340, 354, 368, 707]",1641124800,707
